,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
6500,10000.0,1,3,1,47,0,0,2,0,0,2,6817.0,9119.0,8826.0,8849.0,9567.0,9265.0,2588.0,0.0,318.0,862.0,0.0,502.0,1
6502,170000.0,2,3,2,29,-1,-1,-1,-2,-2,-2,14460.0,738.0,0.0,0.0,0.0,0.0,738.0,0.0,0.0,0.0,0.0,0.0,0
6512,360000.0,1,3,2,34,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6518,20000.0,1,3,2,22,0,0,0,0,0,0,18535.0,18541.0,18270.0,16992.0,19025.0,35744.0,5109.0,1600.0,2400.0,3800.0,739.0,2000.0,1
6521,60000.0,2,3,2,24,0,0,0,0,0,0,60491.0,61319.0,56550.0,43279.0,28289.0,28013.0,2560.0,1593.0,1348.0,1012.0,1016.0,1007.0,1
6530,230000.0,1,3,1,61,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6541,150000.0,2,3,1,52,-1,-1,-1,-1,-1,-1,420.0,0.0,1672.0,453.0,2129.0,1414.0,0.0,1672.0,453.0,2129.0,1414.0,1961.0,0
6542,120000.0,2,3,1,52,0,0,0,0,0,0,117029.0,118439.0,118437.0,116456.0,116957.0,119366.0,5800.0,4500.0,4120.0,4388.0,4500.0,4350.0,0
6544,360000.0,1,3,1,32,0,0,0,0,0,0,89120.0,191329.0,92915.0,52341.0,51739.0,55079.0,105484.0,4500.0,2000.0,2100.0,4400.0,2934.0,0
6552,230000.0,2,3,2,30,0,0,0,0,0,0,1873.0,2778.0,4734.0,6642.0,8520.0,9869.0,1500.0,2000.0,2000.0,2000.0,1500.0,2000.0,1
6553,170000.0,1,3,1,43,-1,-1,-1,-1,-2,-2,19247.0,1230.0,2910.0,0.0,0.0,0.0,1230.0,2910.0,0.0,0.0,0.0,0.0,0
6557,260000.0,1,3,1,50,2,0,-1,0,-1,-1,655.0,1182.0,1076.0,696.0,1012.0,530.0,1076.0,1076.0,0.0,1012.0,530.0,696.0,1
6558,180000.0,2,3,2,30,-1,-1,-1,-1,-1,-2,1730.0,6792.0,0.0,3180.0,2682.0,0.0,6792.0,0.0,3180.0,2682.0,0.0,5593.0,0
6576,300000.0,1,3,1,31,-1,-1,-1,-1,-1,-1,1877.0,2466.0,0.0,462.0,0.0,3069.0,2500.0,0.0,462.0,0.0,3069.0,280.0,0
6581,240000.0,1,3,1,40,2,3,3,2,2,2,213732.0,217347.0,217329.0,211132.0,219202.0,223434.0,8500.0,5000.0,0.0,16000.0,8000.0,0.0,1
6586,360000.0,1,3,1,42,-1,-1,-1,0,-1,-1,25988.0,1815.0,22648.0,19433.0,16708.0,24047.0,1815.0,22674.0,95.0,16790.0,24283.0,17387.0,0
6601,290000.0,1,3,1,50,0,0,0,0,-1,0,62381.0,32320.0,22528.0,10502.0,82823.0,52624.0,1778.0,1565.0,212.0,82902.0,2008.0,1177.0,0
6604,20000.0,2,3,3,27,0,0,2,2,-1,-1,17973.0,20482.0,19693.0,11932.0,1280.0,0.0,2800.0,0.0,239.0,3380.0,0.0,0.0,0
6610,130000.0,2,3,2,27,0,0,0,0,0,0,29645.0,28193.0,30790.0,21200.0,21810.0,13629.0,2000.0,5000.0,5000.0,1000.0,4000.0,6587.0,0
6615,60000.0,1,3,2,34,-1,-1,-1,-1,-1,-1,326.0,326.0,326.0,326.0,476.0,326.0,326.0,326.0,326.0,476.0,326.0,326.0,1
6616,70000.0,2,3,2,52,0,0,0,0,0,0,105991.0,67243.0,67533.0,28653.0,29253.0,26185.0,2777.0,1751.0,969.0,1004.0,938.0,1122.0,0
6622,90000.0,2,3,1,45,0,0,0,0,0,0,63115.0,33963.0,33807.0,2966.0,1223.0,0.0,1988.0,1900.0,59.0,24.0,0.0,0.0,0
6629,30000.0,2,3,1,44,2,2,2,2,2,2,19608.0,20696.0,20071.0,21432.0,21704.0,21205.0,1700.0,0.0,2000.0,760.0,0.0,2000.0,1
6636,80000.0,2,3,1,41,2,2,2,2,2,2,57754.0,56258.0,60313.0,61129.0,62348.0,61193.0,0.0,5000.0,2400.0,2341.0,0.0,2439.0,1
6638,180000.0,2,3,2,27,1,-2,-2,-1,-1,-2,0.0,0.0,0.0,8081.0,0.0,0.0,0.0,0.0,8081.0,0.0,0.0,0.0,0
6639,50000.0,1,3,1,53,1,-1,-1,0,0,-1,0.0,484.0,929.0,474.0,0.0,1288.0,484.0,1000.0,0.0,0.0,1288.0,334.0,1
6652,530000.0,2,3,1,50,0,0,0,0,0,0,219884.0,223526.0,206593.0,275847.0,163157.0,164838.0,10000.0,10000.0,10000.0,7000.0,7000.0,5000.0,0
6656,270000.0,2,3,2,30,1,-1,-1,-1,-1,-1,0.0,2900.0,2000.0,2000.0,0.0,4759.0,2900.0,2000.0,2000.0,0.0,4759.0,0.0,0
6668,50000.0,1,3,1,51,0,0,0,0,0,0,42257.0,44243.0,64104.0,33406.0,34104.0,34869.0,3000.0,2500.0,1985.0,1163.0,1256.0,1316.0,0
6677,20000.0,1,3,2,24,1,2,0,0,0,0,17231.0,15897.0,16232.0,16555.0,16104.0,16055.0,0.0,1300.0,573.0,576.0,600.0,1900.0,0
6690,150000.0,2,3,2,47,0,0,0,0,0,0,153720.0,150540.0,153103.0,152060.0,151470.0,151974.0,7000.0,7000.0,5200.0,5500.0,6300.0,5100.0,0
6691,160000.0,1,3,2,38,0,0,0,0,0,0,47269.0,45688.0,47690.0,48712.0,49525.0,50389.0,2767.0,2769.0,1791.0,1928.0,1960.0,1461.0,0
6697,60000.0,1,3,2,27,0,0,0,0,0,0,37170.0,36918.0,10163.0,10692.0,15307.0,19838.0,2000.0,3000.0,1000.0,5000.0,5000.0,1000.0,0
6698,190000.0,1,3,1,29,-2,-2,-2,-2,-2,-2,51632.0,9803.0,3427.0,924.0,-876.0,-969.0,1000.0,3524.0,929.0,869.0,7.0,1587.0,0
6710,80000.0,1,3,2,25,0,0,0,-1,0,0,78230.0,76277.0,36232.0,30200.0,30326.0,30290.0,2289.0,1005.0,31063.0,1094.0,1109.0,1013.0,0
6724,230000.0,2,3,1,31,0,0,0,0,0,0,184444.0,182933.0,178409.0,175091.0,171800.0,168476.0,7016.0,5500.0,5125.0,5031.0,4969.0,5071.0,0
6728,60000.0,1,3,2,25,0,0,0,0,0,0,59817.0,47872.0,38605.0,28184.0,28862.0,29161.0,3000.0,2000.0,1500.0,1500.0,1300.0,2000.0,0
6748,50000.0,1,3,1,48,0,0,0,0,0,0,11839.0,13240.0,14015.0,14293.0,14763.0,14968.0,1600.0,1300.0,511.0,700.0,600.0,800.0,1
6750,30000.0,2,3,1,46,2,2,2,2,3,2,22352.0,23392.0,23908.0,24815.0,24133.0,25087.0,1700.0,1200.0,1600.0,0.0,1500.0,0.0,1
6752,30000.0,2,3,1,50,2,2,2,2,2,2,30615.0,28691.0,30474.0,27468.0,25813.0,25251.0,0.0,3017.0,12.0,3000.0,0.0,4000.0,1
6763,190000.0,2,3,1,41,-1,-1,-1,-1,-1,-1,2665.0,-35.0,3527.0,3869.0,4468.0,-12.0,0.0,3562.0,3869.0,4468.0,12.0,4550.0,0
6772,110000.0,2,3,2,46,0,0,0,0,0,0,45846.0,47104.0,48325.0,0.0,49461.0,48438.0,2000.0,2000.0,2000.0,0.0,2000.0,2000.0,0
6780,150000.0,1,3,1,43,0,0,0,0,0,0,150797.0,52509.0,50683.0,46602.0,40599.0,37192.0,3008.0,2014.0,1599.0,2014.0,2018.0,1041.0,0
6781,640000.0,2,3,2,34,0,0,0,0,0,-1,105423.0,133637.0,118372.0,33929.0,79807.0,19552.0,51644.0,30291.0,41.0,70128.0,19576.0,194014.0,0
6785,80000.0,2,3,1,42,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6796,30000.0,1,3,1,47,0,0,2,0,0,-2,27609.0,30791.0,29913.0,30461.0,0.0,0.0,3630.0,0.0,1300.0,0.0,0.0,0.0,0
6800,20000.0,1,3,1,50,2,2,2,0,0,0,15089.0,17037.0,17457.0,17868.0,18428.0,19120.0,2200.0,1000.0,1000.0,1000.0,1000.0,900.0,1
6805,30000.0,2,3,2,47,0,0,0,0,0,0,25262.0,24365.0,5160.0,6160.0,5780.0,4790.0,1518.0,1000.0,1000.0,0.0,1000.0,0.0,0
6831,130000.0,2,3,1,36,0,0,0,0,0,0,42553.0,43606.0,44577.0,45013.0,45695.0,46283.0,1740.0,1711.0,1587.0,1823.0,1956.0,1125.0,0
6840,220000.0,1,3,1,52,1,-2,-2,-2,-2,-2,-4300.0,-4300.0,-4620.0,-4620.0,-5820.0,-5820.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6853,290000.0,1,3,2,34,0,0,0,0,0,0,5451.0,6230.0,140802.0,143354.0,146225.0,148820.0,1200.0,135000.0,5200.0,5500.0,5500.0,5400.0,1
6858,30000.0,2,3,1,48,0,0,0,0,0,0,25615.0,26950.0,27899.0,29614.0,30127.0,29646.0,1751.0,1700.0,2500.0,1000.0,2000.0,4034.0,0
6863,60000.0,2,3,3,48,0,0,2,2,-1,0,53116.0,55950.0,54439.0,-561.0,20115.0,20000.0,3689.0,0.0,0.0,20907.0,400.0,0.0,0
6873,20000.0,1,3,1,56,0,0,0,0,2,0,10847.0,12176.0,12884.0,13784.0,13420.0,13686.0,1508.0,1216.0,1116.0,0.0,490.0,658.0,0
6880,70000.0,2,3,2,42,0,0,0,0,0,0,69470.0,70279.0,70207.0,30348.0,28320.0,28704.0,3085.0,2808.0,2455.0,1337.0,2000.0,882.0,0
6886,50000.0,2,3,3,55,-1,-1,-1,0,0,2,390.0,390.0,911.0,1080.0,930.0,390.0,390.0,911.0,559.0,390.0,0.0,390.0,0
6898,130000.0,2,3,2,39,0,0,0,2,0,0,133825.0,134495.0,133745.0,130814.0,130758.0,123468.0,7500.0,10000.0,0.0,4500.0,4500.0,4179.0,0
6899,160000.0,2,3,1,38,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6909,30000.0,2,3,2,29,2,0,0,2,2,2,23136.0,24205.0,28318.0,28755.0,29442.0,30003.0,1744.0,4857.0,1200.0,1300.0,1200.0,1100.0,1
6919,160000.0,2,3,1,28,0,0,0,0,0,0,38660.0,38942.0,39787.0,40069.0,37647.0,38268.0,2500.0,1877.0,2000.0,3000.0,1400.0,5000.0,0
6929,20000.0,1,3,2,39,2,0,0,0,0,0,18243.0,17557.0,19880.0,19471.0,16211.0,14365.0,1677.0,3000.0,590.0,687.0,524.0,235.0,1
6933,50000.0,1,3,3,59,0,0,0,0,0,0,50739.0,50142.0,18894.0,18512.0,16853.0,18401.0,1500.0,1500.0,1000.0,1000.0,2000.0,1000.0,0
6941,230000.0,2,3,2,48,-1,-1,-1,-1,-1,-1,2781.0,12515.0,3090.0,1879.0,30467.0,4460.0,12540.0,3099.0,1884.0,30468.0,4473.0,5635.0,0
6947,150000.0,1,3,1,64,0,0,0,0,0,0,56852.0,58031.0,59202.0,60304.0,61650.0,0.0,2688.0,2730.0,2680.0,2850.0,0.0,0.0,0
6950,50000.0,2,3,2,27,0,0,0,2,2,2,41991.0,42736.0,45821.0,46767.0,45886.0,48701.0,1720.0,3805.0,2000.0,0.0,3581.0,0.0,0
6953,70000.0,1,3,1,64,0,0,0,0,0,0,62188.0,62848.0,56718.0,47191.0,45959.0,47635.0,3000.0,2200.0,1700.0,1700.0,2441.0,2000.0,0
6965,50000.0,2,3,2,23,0,0,0,0,0,0,49385.0,49527.0,29550.0,29894.0,30125.0,30192.0,1500.0,1467.0,1201.0,1236.0,1103.0,1042.0,0
6966,230000.0,2,3,1,32,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6975,100000.0,2,3,1,36,2,2,2,2,2,2,92675.0,92857.0,80748.0,80708.0,75366.0,76590.0,3445.0,709.0,6077.0,2805.0,2906.0,0.0,0
6979,340000.0,2,3,2,57,0,0,0,0,0,0,49467.0,50551.0,53490.0,104477.0,54351.0,25346.0,1880.0,3819.0,2073.0,5264.0,2571.0,53860.0,0
6984,20000.0,1,3,2,43,-1,0,0,-1,0,0,6085.0,6607.0,2800.0,11052.0,10522.0,9150.0,1045.0,1028.0,11052.0,311.0,183.0,0.0,1
6988,50000.0,1,3,1,51,1,2,0,0,0,0,48091.0,47028.0,46672.0,28478.0,29074.0,29671.0,1.0,2213.0,1019.0,1055.0,1080.0,1245.0,1
6990,20000.0,1,3,2,59,2,2,2,0,0,0,5119.0,5546.0,6302.0,7193.0,8075.0,8938.0,1500.0,1000.0,1000.0,1000.0,1000.0,1000.0,0
6994,410000.0,2,3,2,28,2,2,2,2,0,0,407490.0,415276.0,384242.0,343283.0,320407.0,328827.0,16195.0,15282.0,15164.0,12005.0,15000.0,10507.0,0
6999,50000.0,2,3,1,57,2,0,0,0,0,0,47349.0,46353.0,38081.0,16970.0,17695.0,18401.0,1892.0,2600.0,2000.0,1000.0,1000.0,1500.0,1
7000,30000.0,2,3,2,22,0,0,0,0,0,0,20741.0,21906.0,23183.0,13273.0,3027.0,3177.0,1500.0,1700.0,750.0,200.0,200.0,100.0,0
7002,80000.0,2,3,1,39,2,2,2,2,2,2,48401.0,49326.0,50207.0,51081.0,52118.0,51129.0,2000.0,2000.0,2000.0,2001.0,0.0,4100.0,0
7003,20000.0,1,3,2,58,0,0,-2,-2,-2,-2,12066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7008,20000.0,2,3,1,41,0,0,0,0,0,2,16208.0,16942.0,18255.0,18468.0,19715.0,19250.0,1300.0,1600.0,813.0,1700.0,0.0,831.0,0
7010,310000.0,1,3,1,43,-1,-1,-1,0,-1,-1,4323.0,650.0,10453.0,10115.0,600.0,1788.0,650.0,10453.0,202.0,1098.0,1788.0,200.0,0
7012,180000.0,1,3,2,29,-2,-2,-2,-2,-2,-1,4358.0,3160.0,2611.0,8710.0,5127.0,8758.0,3169.0,2618.0,8736.0,5142.0,8766.0,15040.0,0
7020,170000.0,1,3,1,51,0,0,0,0,0,0,55396.0,56493.0,55594.0,50417.0,45347.0,46247.0,8000.0,6000.0,1709.0,1645.0,1653.0,1725.0,0
7050,210000.0,2,3,1,55,0,0,0,0,0,0,217016.0,204418.0,204377.0,146575.0,144521.0,147938.0,8049.0,9000.0,6000.0,5500.0,5816.0,5500.0,1
7053,50000.0,2,3,1,46,2,0,0,2,2,0,25706.0,25040.0,25376.0,23845.0,21691.0,20426.0,1434.0,2456.0,784.0,0.0,778.0,573.0,1
7055,30000.0,1,3,2,31,3,2,0,0,0,2,30588.0,26860.0,21165.0,21281.0,22938.0,22422.0,0.0,1646.0,762.0,2000.0,0.0,647.0,1
7063,20000.0,1,3,2,37,0,0,0,-1,-1,-2,19716.0,20518.0,16551.0,1700.0,0.0,0.0,1547.0,1350.0,1700.0,0.0,0.0,0.0,0
7075,50000.0,2,3,3,43,0,0,0,0,0,0,31199.0,36067.0,24727.0,30182.0,27043.0,25995.0,12009.0,2111.0,11000.0,1000.0,6000.0,6001.0,0
7079,120000.0,2,3,1,42,-1,-1,-1,0,-1,0,2207.0,263.0,4531.0,1211.0,4015.0,2042.0,263.0,4531.0,0.0,4015.0,0.0,1007.0,0
7086,130000.0,1,3,1,38,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7102,50000.0,1,3,2,35,0,0,0,-1,-1,-1,41646.0,43257.0,31473.0,1473.0,1473.0,3873.0,4000.0,5300.0,1473.0,1473.0,3873.0,390.0,0
7105,50000.0,1,3,2,47,0,0,0,0,0,0,48593.0,48653.0,15433.0,15037.0,10527.0,10736.0,1278.0,1469.0,463.0,381.0,383.0,398.0,0
7133,50000.0,2,3,2,22,0,0,0,0,0,0,36926.0,52845.0,52148.0,32718.0,32096.0,30563.0,20007.0,3014.0,1309.0,5009.0,2008.0,4622.0,0
7136,150000.0,2,3,1,29,0,0,0,0,0,0,118025.0,120493.0,123087.0,124843.0,127431.0,130008.0,4278.0,4500.0,3700.0,3716.0,3768.0,4000.0,0
7139,10000.0,2,3,1,48,0,0,0,0,0,0,7863.0,8504.0,8162.0,6978.0,2278.0,0.0,1172.0,1000.0,186.0,0.0,0.0,0.0,0
7142,50000.0,1,3,1,51,0,0,0,0,0,0,48550.0,46267.0,46716.0,29744.0,30060.0,29449.0,2000.0,1400.0,984.0,1013.0,1006.0,939.0,0
7150,230000.0,2,3,1,54,-1,-1,-1,-1,-1,-1,1227.0,784.0,1854.0,396.0,1950.0,1099.0,784.0,1854.0,396.0,1950.0,1099.0,2040.0,0
7154,70000.0,2,3,1,27,2,2,2,2,2,2,27241.0,30416.0,29628.0,32350.0,33218.0,32532.0,3628.0,0.0,3218.0,1532.0,0.0,2257.0,1
7165,90000.0,2,3,1,68,-2,-2,-2,-2,-1,-1,2000.0,1000.0,1000.0,1000.0,1052.0,69237.0,0.0,1000.0,1000.0,1052.0,71062.0,3000.0,0
7171,360000.0,2,3,1,39,-1,-1,-1,-1,-1,-2,4964.0,177.0,2011.0,1116.0,0.0,0.0,177.0,2011.0,1116.0,0.0,0.0,0.0,0
7172,80000.0,2,3,1,28,0,0,0,0,0,-2,36847.0,38847.0,35017.0,36175.0,0.0,0.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0
7175,150000.0,2,3,1,55,-2,-2,-2,-2,-2,-2,1194.0,2095.0,2154.0,2900.0,2512.0,3514.0,2101.0,2160.0,3046.0,2519.0,3625.0,0.0,0
7176,340000.0,1,3,1,29,0,0,0,0,0,0,332123.0,327362.0,324322.0,316472.0,317349.0,314212.0,14000.0,12000.0,12000.0,12000.0,12000.0,12000.0,0
7178,100000.0,2,3,1,33,0,0,2,0,0,2,32526.0,37106.0,36260.0,36995.0,39355.0,39982.0,5396.0,0.0,1285.0,2916.0,1368.0,0.0,0
7197,100000.0,2,3,1,39,0,0,0,0,0,0,39667.0,40704.0,41718.0,41536.0,42243.0,42929.0,1649.0,1663.0,1471.0,1360.0,1212.0,4472.0,0
7211,30000.0,1,3,1,53,-1,-1,-1,-1,-1,-1,263.0,14833.0,5242.0,19705.0,10417.0,9736.0,14849.0,5250.0,19711.0,10417.0,9979.0,5108.0,0
7216,80000.0,2,3,1,46,2,0,0,0,0,2,77490.0,80204.0,79650.0,81338.0,81438.0,80959.0,5000.0,4000.0,4003.0,13000.0,3515.0,0.0,1
7217,60000.0,2,3,1,47,0,0,0,0,0,0,59098.0,23100.0,17708.0,10148.0,9284.0,2241.0,1392.0,1000.0,203.0,186.0,347.0,17971.0,1
7221,80000.0,2,3,1,65,0,0,0,0,0,0,80260.0,82116.0,80299.0,81416.0,81617.0,81607.0,3750.0,3520.0,3069.0,3271.0,3262.0,3237.0,0
7239,190000.0,2,3,1,41,2,0,0,2,0,0,185738.0,187764.0,100526.0,94909.0,94804.0,94007.0,7762.0,7700.0,0.0,3545.0,3386.0,3575.0,1
7243,10000.0,1,3,2,33,-1,-1,-1,-1,-1,-1,1655.0,1473.0,390.0,390.0,540.0,150.0,1473.0,390.0,390.0,540.0,150.0,3780.0,1
7253,50000.0,1,3,2,26,1,2,3,2,0,0,48560.0,52047.0,50597.0,20378.0,18344.0,19618.0,4570.0,0.0,0.0,2000.0,2000.0,341.0,0
7254,60000.0,1,3,3,43,0,0,0,0,0,0,70367.0,66657.0,63553.0,59633.0,55689.0,52778.0,2415.0,3000.0,2125.0,2007.0,3000.0,1758.0,0
7260,360000.0,2,3,1,31,-1,-1,-1,-1,-1,-1,28835.0,14596.0,10705.0,3400.0,6410.0,5479.0,14596.0,10705.0,3400.0,6410.0,5479.0,4120.0,0
7265,360000.0,2,3,2,42,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7276,20000.0,2,3,1,28,1,2,2,0,0,-1,18710.0,19132.0,18409.0,14301.0,14373.0,1270.0,1400.0,30.0,1000.0,1000.0,1270.0,10489.0,0
7280,420000.0,2,3,2,35,0,0,0,0,0,0,63715.0,62201.0,56125.0,49114.0,47563.0,45829.0,3002.0,2200.0,1700.0,1800.0,1700.0,1500.0,0
7283,50000.0,1,3,1,54,0,0,0,3,2,2,34301.0,35450.0,39455.0,38564.0,37842.0,40342.0,1700.0,4630.0,0.0,0.0,3105.0,0.0,1
7287,150000.0,2,3,1,34,0,0,-1,-1,-1,-1,19130.0,10000.0,8000.0,0.0,10000.0,0.0,1000.0,8000.0,2000.0,10000.0,0.0,0.0,0
7292,240000.0,2,3,1,41,1,-2,-2,-1,0,0,-2225.0,-8523.0,-10951.0,88670.0,199444.0,178706.0,12.0,16.0,103751.0,117086.0,6146.0,4501.0,0
7299,90000.0,2,3,1,49,0,0,0,0,0,-1,10242.0,10930.0,10549.0,9421.0,6851.0,2133.0,2006.0,2012.0,3022.0,2020.0,2139.0,2006.0,0
7307,30000.0,2,3,2,33,1,2,2,0,0,2,24457.0,25474.0,26241.0,25388.0,26377.0,27794.0,1716.0,1500.0,911.0,1400.0,2000.0,0.0,1
7332,220000.0,2,3,2,29,0,0,0,0,0,0,14246.0,15601.0,17140.0,14131.0,15424.0,17345.0,2601.0,2140.0,2131.0,3424.0,2345.0,3385.0,0
7333,260000.0,1,3,2,31,0,0,0,0,0,0,257920.0,256117.0,232981.0,202190.0,202800.0,202490.0,10036.0,8185.0,6715.0,7033.0,6728.0,6882.0,0
7334,30000.0,2,3,1,54,0,0,0,0,2,2,17708.0,18734.0,19442.0,20741.0,21162.0,20671.0,1615.0,1323.0,1622.0,900.0,0.0,765.0,0
7339,110000.0,1,3,1,35,2,0,0,0,2,2,67591.0,69773.0,71886.0,76767.0,78462.0,79890.0,3200.0,3200.0,6000.0,3000.0,2800.0,3200.0,1
7343,190000.0,2,3,1,42,0,0,0,0,0,0,113516.0,116157.0,115639.0,115849.0,118313.0,119973.0,6000.0,5581.0,4237.0,4423.0,5000.0,8888.0,0
7344,100000.0,2,3,2,50,0,0,2,0,0,0,84027.0,88734.0,86369.0,89994.0,89681.0,89849.0,7500.0,0.0,5001.0,3390.0,4000.0,10000.0,0
7350,340000.0,2,3,1,49,-2,-1,-1,-1,-2,-2,20452.0,18816.0,24010.0,5320.0,16612.0,21373.0,18832.0,24099.0,5320.0,16612.0,21373.0,44729.0,0
7355,70000.0,2,3,1,26,0,0,0,0,0,0,71147.0,72227.0,71078.0,50777.0,50841.0,50682.0,3800.0,3200.0,1950.0,2000.0,1828.0,2200.0,0
7359,20000.0,1,3,1,49,0,0,0,0,-1,-1,13881.0,12170.0,13237.0,10790.0,390.0,780.0,1218.0,1285.0,608.0,390.0,780.0,0.0,0
7385,10000.0,2,3,1,49,0,0,0,0,0,0,6904.0,7841.0,9635.0,17622.0,8991.0,0.0,1206.0,2000.0,176.0,360.0,0.0,0.0,0
7387,50000.0,2,3,2,55,0,0,0,0,0,0,45698.0,49270.0,48186.0,20127.0,18988.0,19942.0,6000.0,2044.0,3150.0,1000.0,3000.0,905.0,0
7388,150000.0,1,3,2,41,0,0,0,0,0,0,64425.0,57073.0,32516.0,21018.0,21320.0,143489.0,1745.0,1269.0,0.0,1545.0,135000.0,5000.0,0
7391,130000.0,2,3,2,25,-1,-1,-1,-1,-1,-1,250.0,174.0,1214.0,1125.0,139.0,0.0,174.0,1214.0,1125.0,139.0,0.0,391.0,0
7394,30000.0,2,3,1,31,3,2,2,2,2,2,23368.0,24688.0,24988.0,24288.0,26098.0,25530.0,2000.0,1000.0,0.0,2200.0,0.0,1100.0,1
7401,20000.0,1,3,2,23,0,0,0,0,0,0,17030.0,18064.0,19046.0,19221.0,18603.0,19075.0,1315.0,1297.0,672.0,675.0,781.0,734.0,0
7408,30000.0,2,3,1,41,2,2,2,3,2,2,26042.0,27127.0,28762.0,29485.0,28878.0,30699.0,1800.0,2378.0,1496.0,0.0,2462.0,0.0,1
7429,120000.0,1,3,2,50,-1,-1,-1,-1,-2,-2,390.0,0.0,780.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,1
7443,170000.0,1,3,2,26,2,0,0,0,0,0,74453.0,66087.0,60649.0,61408.0,59390.0,57037.0,5020.0,3003.0,3009.0,2013.0,3041.0,3000.0,1
7444,30000.0,2,3,2,25,0,0,0,0,0,0,20983.0,22636.0,24417.0,27020.0,28107.0,28727.0,2000.0,2500.0,3000.0,1500.0,1056.0,544.0,0
7445,50000.0,2,3,2,51,0,0,0,0,0,0,25577.0,26352.0,16846.0,17562.0,18275.0,18711.0,1269.0,1284.0,1000.0,1000.0,740.0,1000.0,0
7446,120000.0,1,3,1,40,0,0,0,0,0,0,88185.0,91748.0,94242.0,88828.0,97643.0,79371.0,5000.0,4251.0,6000.0,10000.0,3019.0,13154.0,0
7449,60000.0,2,3,2,26,0,0,0,0,0,0,38726.0,39764.0,41084.0,41741.0,42461.0,43457.0,1663.0,1983.0,1640.0,1542.0,1703.0,1758.0,0
7450,150000.0,2,3,2,32,0,0,0,0,0,0,113932.0,87187.0,81491.0,77078.0,66927.0,50881.0,2500.0,3000.0,2000.0,5000.0,5055.0,5000.0,1
7463,360000.0,1,3,2,34,-1,-1,-1,-1,-1,-1,3821.0,1937.0,944.0,1219.0,2216.0,1440.0,1937.0,944.0,1219.0,2216.0,2000.0,648.0,0
7471,60000.0,2,3,1,63,0,0,0,0,0,0,56285.0,56894.0,57006.0,28198.0,23888.0,24083.0,5000.0,2156.0,3017.0,2009.0,3000.0,3000.0,0
7478,100000.0,2,3,1,44,0,0,0,0,0,0,80808.0,77825.0,70721.0,69603.0,65499.0,62296.0,3025.0,3000.0,3000.0,3000.0,3000.0,3000.0,0
7482,70000.0,2,3,2,26,0,0,0,0,0,0,28995.0,30131.0,31610.0,37209.0,40749.0,40541.0,1600.0,2000.0,7000.0,5000.0,1500.0,1500.0,0
7489,200000.0,2,3,1,40,0,0,0,0,0,2,158809.0,150904.0,144302.0,137700.0,135443.0,128229.0,5380.0,5141.0,5032.0,9400.0,4400.0,0.0,0
7492,50000.0,2,3,1,42,0,0,0,0,0,0,13436.0,14460.0,15472.0,15778.0,16109.0,16427.0,1246.0,1258.0,564.0,585.0,586.0,608.0,0
7495,80000.0,2,3,2,53,-2,-2,-2,-2,-2,-2,5687.0,0.0,0.0,19230.0,0.0,0.0,0.0,0.0,19230.0,0.0,0.0,0.0,0
7508,10000.0,2,3,2,51,0,0,0,0,0,0,53095.0,54562.0,5428.0,7928.0,6091.0,0.0,2134.0,1000.0,2500.0,122.0,0.0,0.0,0
7509,230000.0,2,3,1,30,0,-1,0,0,0,0,134272.0,238601.0,135099.0,133431.0,53103.0,49586.0,107000.0,3826.0,5000.0,5000.0,2000.0,3000.0,0
7510,380000.0,2,3,2,31,-1,-1,-1,-1,-1,-1,3859.0,9194.0,15157.0,11147.0,12483.0,13680.0,9240.0,15233.0,11202.0,12493.0,13748.0,18061.0,0
7525,280000.0,2,3,1,53,0,0,2,0,0,0,4405.0,7322.0,7043.0,8932.0,9654.0,10774.0,3000.0,0.0,2000.0,1000.0,2000.0,2000.0,0
